company,total_sites,inspected,inspector_problem,silt,inlet,gravel,veg,general,enforced,problem_no_enforcement
CREEL CONSTRUCTION LLC,7,7,5,2,0,0,0,5,3,3
GOOD HOPE CITY OF,7,4,3,1,0,0,0,3,1,2
MCINNIS CONSTRUCTION LLC,7,6,3,1,1,1,1,3,5,1
SEMMES CITY OF,7,6,3,0,0,0,0,3,0,3
T J CONSTRUCTION INC,7,1,1,0,0,0,0,1,0,1
ARAB CITY OF,7,3,2,0,0,0,0,2,0,2
CONSOLIDATED CONSTRUCTION COMPANY,7,3,3,0,0,0,0,3,1,2
EVERGREEN SITEWORKS LLC,7,2,1,0,1,1,1,0,0,1
FULCRUM CONSTRUCTION GROUP LLC,7,6,4,2,2,0,2,3,2,3
RAINBOW CITY CITY OF,7,3,2,0,0,0,0,2,0,2
RIVER REGION SPORTS FIELDS LLC,7,5,3,2,1,1,2,2,1,3
HILL BROTHERS INC,7,6,6,2,2,1,2,6,1,5
PELL CITY CITY OF,7,2,2,0,0,0,0,2,0,2
PREMIER HOLDINGS LLC,7,6,3,0,0,0,0,3,0,3
TURNER CONSTRUCTION COMPANY,7,3,2,0,0,0,0,2,0,2
PELHAM CITY OF,7,6,6,1,1,1,4,5,1,5
DAVID BULGER INC,7,4,0,0,0,0,0,0,0,0
RAINSVILLE CITY OF,7,3,2,0,0,0,0,2,1,1
COMMERCIAL CONSTRUCTION AND MAINTENANCE INC,7,7,2,0,0,0,0,2,1,2
COMPASS CONSTRUCTION AND DEVELOPMENT LLC,7,5,5,2,0,0,1,4,0,5
CULBERTSON CONTRACTORS LLC,7,4,3,0,0,0,0,3,1,2
ENFINGER DEVELOPMENT INC,7,4,4,1,0,0,0,4,1,3
LARRY MORRIS,7,6,1,0,0,0,0,1,5,0
BILL PATTERSON CONSTRUCTION INC,7,7,7,0,1,2,4,5,4,3
CUMMANS CONSTRUCTION INC,7,2,2,0,0,0,0,2,0,2
MARSHALL AND ASSOCIATES LLC,7,4,0,0,0,0,0,0,0,0
MAVEN CONSTRUCTION LLC,7,5,5,1,2,0,2,4,1,4
RADERMCCARY INC,7,3,2,0,1,0,1,2,0,2
AMAZON COM SERVICES LLC,7,2,1,1,0,0,1,0,1,1
LIBERTY COMMUNITIES LLC,7,5,5,0,0,0,0,5,1,4
MATHEWS DEVELOPMENT COMPANY LLC,7,4,1,1,0,0,0,0,0,1
RAUSCH COLEMAN HOMES BIRMINGHAM LLC,7,1,1,1,0,0,1,0,1,0
VULCAN CONSTRUCTION MATERIALS LLC,7,1,0,0,0,0,0,0,0,0
J DAVID HOMES LLC,7,0,0,0,0,0,0,0,0,0
OLP WASH PARTNERS LLC,7,5,3,0,0,0,0,3,0,3
OLSON LAND PARTNERS LLC,7,7,4,0,0,0,1,4,0,4
EXECUTIVE CONTRACTING INC,7,2,2,0,0,0,0,2,0,2
ALFA PROPERTIES INC,6,6,3,0,1,0,2,1,4,0
ANDALUSIA CITY OF,6,6,3,1,1,2,3,1,4,0
BAIRD CONTRACTING COMPANY INC,6,3,3,1,0,0,2,2,0,3
BERRY TOWN OF,6,3,1,0,0,0,1,1,0,1
BUTLER COUNTY COMMISSION,6,4,1,0,0,0,0,1,1,1
CAPITAL GROWTH BUCHALTER INC,6,6,5,2,1,0,2,5,0,5
CAROTHERS CONSTRUCTION INC,6,4,1,1,0,0,1,1,3,1
CLEMENTS DEAN BUILDING COMPANY LLC,6,3,2,0,1,0,2,0,0,2
CULLMAN ELECTRIC COOPERATIVE,6,4,2,0,0,0,0,2,0,2
CWS LLC,6,6,2,0,0,0,2,0,5,0
DUNN BUILDING COMPANY LLC,6,1,0,0,0,0,0,0,0,0
JOHN ECKENSTALER BUILDERS INC,6,6,6,4,0,1,2,4,2,4
LEEDS CITY OF,6,4,4,1,0,0,1,4,1,3
MON CRE TELEPHONE CONSTRUCTION INC,6,4,2,0,0,0,0,2,0,2
PEARCE CONSTRUCTION COMPANY INC,6,4,3,1,0,0,0,3,1,2
REMEDIAL SERVICES INC,6,3,2,0,0,0,0,2,0,2
SOUTHEAST CHEROKEE CONSTRUCTION INC,6,4,1,0,0,0,0,1,0,1
TERMAC CONSTRUCTION INC,6,3,1,0,1,0,0,0,1,1
THOMASVILLE CITY OF,6,2,0,0,0,0,0,0,1,0
WARNERS ATHLETIC CONSTRUCTION CO LLC,6,2,2,0,0,0,0,2,0,2
WRIGHT HOMES LLC,6,5,4,2,2,1,1,4,4,1
WYATT SASSER CONSTRUCTION,6,4,1,1,0,0,1,1,3,0
ALABAMA DEPARTMENT OF VETERANS AFFAIRS,6,4,4,0,1,0,1,4,1,3
BAGGETTE CONSTRUCTION INC,6,5,4,1,2,1,1,4,3,1
BRASFIELD AND GORRIE,6,6,5,0,0,0,0,5,0,5
BULLOCK COUNTY COMMISSION,6,2,2,0,0,0,0,2,0,2
BUTLER COUNTY WATER AUTHORITY,6,5,5,0,0,0,0,5,0,5
CLAY COUNTY COMMISSION,6,0,0,0,0,0,0,0,0,0
CULLMAN CITY OF UTILITIES BOARD,6,6,5,0,0,0,2,5,2,4
EMBASSY HOMES LLC,6,4,4,4,3,2,4,2,4,0
ENTERPRISE CITY OF WATER WORKS BOARD,6,2,2,0,0,0,0,2,0,2
HARRISON CONSTRUCTION CO INC,6,2,2,0,1,0,1,2,0,2
HOLMES II EXCAVATION INC,6,3,3,1,1,0,2,2,1,2
JIM COOPER CONSTRUCTION COMPANY INC,6,4,2,0,0,0,0,2,1,2
JORDAN EXCAVATING INC,6,2,1,0,0,0,1,1,0,1
LOWDER NEW HOMES INC,6,3,2,1,1,1,1,1,3,0
MARQUIS PROPERTIES LLC,6,4,3,2,2,1,0,3,2,2
PARAGON CONSTRUCTION AND DEVELOPMENT INC,6,3,1,1,0,1,1,0,1,0
PIKE COUNTY COMMISSION,6,3,1,0,0,0,1,1,1,0
ROBINS AND MORTON LLC,6,3,2,1,0,0,1,2,0,2
SPANISH FORT CITY OF,6,6,6,1,1,1,2,6,2,4
USS REAL ESTATE,6,5,5,3,3,2,3,5,3,2
WAL MART REAL ESTATE BUSINESS TRUST INC,6,3,3,0,0,0,1,3,0,3
CHELSEA TOWN OF,6,6,5,2,3,0,5,3,4,2
COPART INC,6,2,2,0,1,1,1,2,1,1
CUNNINGHAM DELANEY CONSTRUCTION,6,5,4,1,1,0,2,3,2,2
DONOVAN BUILDERS LLC,6,4,4,3,3,0,3,3,3,1
FORSYTH BUILDING COMPANY INC,6,4,4,1,0,1,2,4,0,4
HARRISON CONSTRUCTION COMPANY INC,6,5,3,2,0,0,2,3,2,1
HEADWATERS LLC,6,0,0,0,0,0,0,0,0,0
HOLLAND COMMERCIAL INC,6,4,0,0,0,0,0,0,3,0
INTERNATIONAL PAPER COMPANY,6,2,1,0,0,0,0,1,0,1
MARSHALL COUNTY COMMISSION,6,4,3,0,0,0,0,3,0,3
MCDONALD CONSTRUCTION CO INC,6,4,1,0,0,0,0,1,1,1
NEWCASTLE CONSTRUCTION INC,6,1,1,0,0,0,0,1,0,1
ONEONTA CITY OF,6,3,2,1,0,0,0,2,1,2
SHJ DEVELOPMENT LLC,6,2,2,0,0,0,0,2,0,2
ALTAPOINTE HEALTH SYSTEMS INC,6,6,4,0,0,0,0,4,2,3
ATMORE CITY OF,6,4,3,0,0,0,1,3,0,3
B AND B DEVELOPERS LLC,6,0,0,0,0,0,0,0,0,0
CLEARY CONSTRUCTION INC,6,1,1,0,0,0,0,1,0,1
FORT PAYNE CITY OF WATER WORKS BOARD,6,3,2,1,0,0,1,2,1,1
SCOTTSBORO CITY OF,6,5,5,0,0,0,0,5,0,5
TERRAVIA CONSTRUCTION LLC,6,4,3,2,1,1,2,1,2,1
WHATLEY CONSTRUCTION LLC,6,1,0,0,0,0,0,0,1,0
JD REAL PROPERTIES LLC,6,3,1,1,0,1,1,0,1,0
KB DEVELOPMENT,6,5,5,1,0,0,0,5,5,0
RICHARDSON INC,6,5,4,2,1,0,1,3,0,4
SOUTHERN NATURAL GAS CO LLC,6,1,0,0,0,0,0,0,1,0
WAYNE SANDERSON FARMS LLC,6,4,3,0,0,1,2,2,2,2
TJ CONSTRUCTION INC,6,2,1,0,0,0,0,1,1,0
WINTER HOMES LLC,6,6,4,0,2,0,0,4,3,2
CALHOUN COUNTY BOARD OF EDUCATION,6,2,2,2,1,1,2,2,1,1
COMPASS CIVIL CONSTRUCTION LLC,6,4,4,1,1,0,2,1,1,3
LAMBERT CONTRACTING LLC,6,1,1,0,0,0,0,1,0,1
MONTGOMERY COUNTY COMMISSION,6,1,0,0,0,0,0,0,1,0
STEWART PERRY,6,3,2,0,0,0,0,2,1,2
DONALD H ALLEN DEVELOPMENT INC,6,2,0,0,0,0,0,0,1,0
FORESTAR GROUP INC,6,6,6,4,2,1,4,4,5,1
GAS EXPRESS LLC,6,6,0,0,0,0,0,0,1,0
PEMBERTON PROPERTIES LLC,6,3,1,1,0,1,1,0,2,0
RC BIRMINGHAM LLC,6,5,5,3,2,0,5,3,2,3
TIMMY HALL,6,3,2,0,1,1,2,0,2,1
WILLIFORD ORMAN CONSTRUCTION LLC,6,5,5,2,2,0,1,5,1,4
BOB MORROW CONSTRUCTION COMPANY INC,6,5,2,1,0,0,1,2,3,1
LUKE HURST CONSTRUCTION LLC,6,1,1,0,0,0,1,1,0,1
MADISON COUNTY BOARD OF EDUCATION,6,2,1,0,0,0,0,1,0,1
PERSONS SERVICES CORP,6,4,4,0,0,0,0,4,0,4
STEWART PERRY COMPANY INC THE,6,5,4,0,0,0,0,4,1,3
WRIGHT FARMS DEVELOPMENT LLC,6,5,4,0,1,0,2,4,3,1
CRIMSON OAK GROVE RESOURCES LLC,6,0,0,0,0,0,0,0,0,0
ROBERTSON CONSTRUCTION CO LLC,6,6,6,4,1,3,5,5,4,2
CLAYTON PROPERTIES GROUP,6,3,2,2,2,2,2,2,2,0
HOOPER HOMES LLC,6,2,0,0,0,0,0,0,0,0
LIVING WATER UTILITIES LLC,6,3,2,1,0,0,1,2,0,2
NORFOLK SOUTHERN RAILWAY COMPANY INC,6,0,0,0,0,0,0,0,0,0
HUNTSVILLE LD LLC,6,2,1,0,0,0,0,1,0,1
MERITAGE HOMES OF ALABAMA INC,6,4,3,1,0,1,2,3,3,0
MAHOGANY PROPERTIES LLC,6,3,3,0,0,0,0,3,0,3
SAMFORD GROUP DEVELOPMENT LLC,6,1,0,0,0,0,0,0,0,0
68V PAY DIRT LLC,6,1,0,0,0,0,0,0,0,0
ADAMSON CONSTRUCTION GROUP LLC,5,3,1,0,0,0,0,1,2,1
AIR RITE CONTRACTORS INC,5,4,2,0,1,1,1,2,0,2
ARCELORMITTAL CALVERT LLC,5,0,0,0,0,0,0,0,0,0
AUBURN BANK,5,3,2,0,0,0,0,2,1,1
BEAVER CREEK PARTNERS LLC,5,4,3,0,0,0,3,2,4,0
BLOUNT COUNTY BOARD OF EDUCATION,5,2,0,0,0,0,0,0,0,0
BRETT REAL ESTATE ROBINSON DEVEL CO INC,5,5,3,0,1,1,1,2,4,0
BREWTON CITY OF,5,2,2,0,0,0,1,2,0,2
BRITT DEMOLITION AND RECYCLING INC,5,2,1,1,0,0,0,1,2,0
CALERA CITY OF,5,3,3,1,1,0,1,3,1,2
CH ACQUISITION LLC,5,3,1,0,0,0,1,0,1,0
DANIEL CORPORATION,5,2,1,0,1,1,0,1,0,1
DEVELOPMENT SERVICES INC,5,4,4,2,2,0,1,4,1,3
DON GORDON CONSTRUCTION INC,5,5,4,0,0,1,1,3,3,1
GEORGIA POWER COMPANY,5,2,1,1,0,0,1,0,1,0
HALEYVILLE CITY OF,5,4,3,0,1,0,1,2,2,1
HILCORP ENERGY COMPANY INC,5,0,0,0,0,0,0,0,0,0
HUTCHESON CONSTRUCTION CO INC,5,3,2,0,0,0,0,2,1,1
IRBY DEVELOPMENT COMPANY,5,4,4,0,0,0,1,4,1,3
JESCO INC,5,3,1,1,0,0,0,1,3,0
JOHN M DUDLEY,5,4,2,1,1,0,2,1,4,0
MONROE COUNTY COMMISSION,5,4,4,0,0,0,0,4,1,3
PERRY COUNTY WATER AUTHORITY,5,0,0,0,0,0,0,0,0,0
SOUTHERN PROPERTIES LLC,5,5,4,0,0,0,0,4,0,4
STEVEN W CORBETT,5,5,5,1,1,1,5,2,4,1
THOMPSON ENGINEERING INC,5,3,2,1,0,0,1,2,0,2
WRIGHT BROTHERS CONSTRUCTION COMPANY INC,5,2,1,0,0,0,1,0,0,1
AMSHER LLC,5,4,4,1,2,2,2,1,2,2
BEAR BROTHERS INC,5,4,1,0,0,0,0,1,2,1
BOISE CASCADE WOOD PRODUCTS LLC,5,2,1,0,0,0,0,1,0,1
BOSTIC TRUCKING AND EXCAVATING INC,5,2,2,0,0,0,1,2,0,2
CHOCTAW COUNTY COMMISSION,5,4,4,0,0,0,0,4,0,4
COLUMBUS WATER WORKS U S ARMY,5,2,2,0,0,0,0,2,0,2
CONCORD DEVELOPMENT COMPANY INC,5,5,5,0,1,0,0,5,3,2
COOPER CONSTRUCTION,5,2,1,0,0,0,0,1,0,1
DEKALB COUNTY BOARD OF EDUCATION,5,4,3,1,0,0,0,3,2,1
GRAY CONSTRUCTION,5,4,3,0,0,0,1,2,0,3
HOOVER CITY SCHOOLS,5,4,4,1,1,0,2,3,0,4
J A LETT CONSTRUCTION CO INC,5,2,0,0,0,0,0,0,1,0
L AND K CONTRACTING INC,5,4,1,0,0,0,1,0,2,0
LEAR CORPORATION,5,2,2,1,0,0,2,1,1,1
MARENGO COUNTY COMMISSION,5,1,0,0,0,0,0,0,0,0
MCVAY CONSTRUCTION COMPANY INC,5,4,3,2,1,0,0,3,2,1
MONTGOMERY COUNTY BOARD OF EDUCATION,5,3,1,0,0,0,0,1,0,1
OPELIKA CITY SCHOOLS BOARD OF EDUCATION,5,3,1,0,1,1,1,1,2,0
ORANGE BEACH WATER SEWER AND FPA,5,1,1,0,0,0,0,1,0,1
PRICEVILLE TOWN OF,5,5,4,0,1,0,1,4,1,4
TOWER DEVELOPMENT INC,5,2,2,1,1,0,1,1,2,0
TOYOTA MOTOR MANUFACTURING ALABAMA INC,5,1,1,0,0,0,0,1,0,1
TRACTOR SUPPLY COMPANY,5,5,4,1,0,0,1,4,2,2
WATSON AND DOWNS INVESTMENTS LLC,5,4,4,2,0,1,4,2,3,1
ALABAMA DEPARTMENT OF YOUTH SERVICES,5,2,2,0,0,0,0,2,0,2
APEL MACHINE AND SUPPLY CO,5,2,0,0,0,0,0,0,1,0
ASPHALT SERVICES INC,5,4,1,1,1,1,0,1,2,0
CARMAX AUTO SUPERSTORES INC,5,3,1,0,0,0,0,1,2,0
D L ACTON CONSTRUCTION CO INC,5,2,2,1,0,0,0,2,0,2
FLORENCE CITY BOARD OF EDUCATION,5,3,2,0,0,0,0,2,0,2
FRANK TURNER CONSTRUCTION CO INC,5,5,4,3,2,0,2,3,2,2
GREY OAKS PROPERTIES LLC,5,3,3,3,2,0,3,2,3,0
HALE BUILDING CO INC,5,3,3,0,1,0,1,2,0,3
HOMEWOOD CITY OF BOARD OF EDUCATION,5,2,2,0,0,0,0,2,0,2
HURST CONSTRUCTION LLC,5,3,3,3,2,0,2,2,0,3
MARK HARRIS HOMES LLC,5,5,4,0,0,0,0,4,4,1
ROB MIDDLETON CONSTRUCTION LLC,5,5,3,0,0,0,0,3,2,2
SB DEVELOPMENT CORPORATION,5,4,3,3,3,1,3,2,3,0
SSAB ALABAMA INC,5,0,0,0,0,0,0,0,0,0
WILMETH BUILDERS LLC,5,3,0,0,0,0,0,0,0,0
APEL MACHINE AND SUPPLY COMPANY INC,5,5,5,1,0,0,0,5,0,5
DSLD HOMES,5,5,4,2,3,2,1,3,4,1
MANNING CONSTRUCTION LLC,5,4,2,0,0,0,0,2,1,2
MUNGO HOMES OF ALABAMA INC,5,5,3,0,0,0,0,3,3,1
OLD TOWN II LLC,5,5,3,1,1,0,1,3,2,2
REED CONSTRUCTION COMPANY LLC,5,4,3,2,1,1,1,3,2,2
RIVIERA UTILITIES,5,1,0,0,0,0,0,0,0,0
SHELBY COUNTY BOARD OF EDUCATION,5,3,3,1,1,0,1,2,1,2
TRIPLE K CONSTRUCTION LLC,5,4,3,1,1,0,1,3,1,2
WYATT SASSER CONSTRUCTION LLC,5,1,1,1,1,1,1,0,1,0
ARGO BUILDING COMPANY,5,4,4,2,2,1,2,4,1,3
BAKER CLARK HOMES INC,5,3,3,1,0,0,0,3,0,3
BRELAND COMPANIES LLC,5,4,4,1,0,1,1,3,3,1
DECATUR CITY BOARD OF EDUCATION,5,5,5,0,0,0,0,5,0,5
ENTERPRISE CITY BOARD OF EDUCATION,5,4,1,1,0,1,0,1,3,0
FAYETTE CITY OF,5,4,3,0,0,0,0,3,0,3
FROSTHOLM CONSTRUCTION LLC,5,4,4,3,3,2,2,4,3,2
HALL TAYLOR CONSTRUCTION INC,5,2,2,1,0,0,2,1,0,2
HENDERSON AND COKER INC,5,5,2,0,0,0,0,2,2,2
INGRAM CONSTRUCTION LLC,5,5,1,0,0,0,0,1,0,1
MADISON LAND RESOURCES INC,5,1,0,0,0,0,0,0,1,0
SHEFFIELD CITY OF,5,3,3,0,0,0,0,3,0,3
SOUTHERN CIVIL CONTRACTING INC,5,0,0,0,0,0,0,0,0,0
WIREGRASS CONSTRUCTION COMPANY,5,1,1,0,0,0,0,1,0,1
CLAYTON PROPERTIES GROUP DBA HARRIS DOYLE HOMES,5,4,4,2,2,2,4,3,4,0
COSTON GENERAL CONTRACTORS INC,5,5,5,4,3,1,5,2,1,4
FIRST TEAM CONSTRUCTION CO INC,5,3,2,0,0,0,0,2,0,2
FORESTRY ENVIRONMENTAL SERVICES,5,3,3,0,1,0,2,1,1,2
HALL TAYLOR CONSTRUCTION COMPANY INC,5,0,0,0,0,0,0,0,0,0
MAR JAC POULTRY AL LLC,5,3,2,0,0,0,1,1,1,2
MINUTEMAN CONSTRUCTION INC,5,3,3,1,1,0,2,3,1,2
MONARCH HOMES LLC,5,5,4,2,1,0,0,3,0,4
MURRAY BUILDING COMPANY INC,5,3,2,0,1,1,1,1,0,2
NUCOR CORPORATION VULCRAFT DIVISION,5,1,1,0,0,0,0,1,0,1
SOUTHERN TRUST CAPITAL LLC,5,2,0,0,0,0,0,0,1,0
FAMILY SECURITY CREDIT UNION,5,3,2,0,0,0,0,2,0,2
KENDALL PROPERTIES USA LLC,5,3,1,0,0,0,0,1,0,1
LARRY CURLEY AND NOMO LLC,5,5,3,0,0,0,0,3,2,3
MOON CONSTRUCTION,5,3,3,0,0,0,0,3,0,3
R AND S PAVING AND GRADING INC,5,5,3,3,1,1,2,1,1,2
RIVER MILL PROPERTIES INC,5,3,2,0,0,0,0,2,2,1
BWL PROPERTIES LLC,5,4,4,0,0,0,2,3,1,3
DUNCAN AND DEARMON BUILDING COMPANY LLC,5,0,0,0,0,0,0,0,0,0
POWERSOUTH ENERGY COOPERATIVE,5,1,1,0,0,1,1,0,1,0
T E STEVENS CO INC,5,2,1,0,1,0,0,1,2,0
VESTAVIA HILLS BOARD OF EDUCATION,5,2,1,0,0,0,0,1,1,1
WAYNE DAVIS CONSTRUCTION LLC,5,5,5,4,1,2,5,4,2,3
4 LANE DEVELOPMENT INC,5,4,3,2,0,0,0,2,0,3
AMERCO REAL ESTATE COMPANY,5,4,4,0,0,0,0,4,0,4
ISRAEL CROCKER CONSTRUCTION LLC,5,4,3,2,0,0,1,2,0,3
LISTERHILL CREDIT UNION,5,3,0,0,0,0,0,0,1,0
PIKE COUNTY WATER AUTHORITY,5,0,0,0,0,0,0,0,0,0
RIGHTEOUS PARTNERS LLC,5,1,1,0,0,0,0,1,0,1
RODNEY GRIFFITH EXCAVATING LLC,5,2,1,0,0,1,1,1,2,0
WESTERVELT COMPANY INC THE,5,0,0,0,0,0,0,0,0,0
0000008567,5,4,1,0,0,0,0,1,0,1
ALABAMA AIR NATIONAL GUARD,5,0,0,0,0,0,0,0,0,0
ASH EVERMORE HOMES OF AL LLC,5,1,0,0,0,0,0,0,1,0
EDGAR HUGHSTON BUILDERS INC,5,4,0,0,0,0,0,0,2,0
OAKLEY LAND COMPANY LLC,5,4,3,0,0,0,1,3,2,2
VANTAGE GROUP LLC THE,5,5,3,0,0,0,0,3,0,3
WARNER ATHLETIC CONSTRUCTION CO LLC,5,2,2,0,0,1,0,2,0,2
FRANCIS BRYANT CONSTRUCTION INC,5,1,0,0,0,0,0,0,0,0
GULFSTREAM NATURAL GAS SYSTEM LLC,5,0,0,0,0,0,0,0,0,0
JOHNSON KREIS CONSTRUCTION COMPANY INC,5,3,3,1,0,1,1,2,1,2
NEAREN CONSTRUCTION COMPANY LLC,5,4,2,1,0,0,0,1,0,2
RICHMOND PROPERTIES INC,5,5,5,0,0,0,0,5,0,5
SILVERWOOD CONSTRUCTION LLC,5,3,1,0,0,0,1,1,2,0
FIKES WHOLESALE INC,5,5,1,1,0,0,0,1,1,0
PERMAN ENGINEERING CO LLC,5,3,2,1,0,0,1,2,1,1
ST CLAIR COUNTY BOARD OF EDUCATION,5,0,0,0,0,0,0,0,0,0
TIM KILLIAN CONSTRUCTION INC,5,1,1,0,0,0,0,1,0,1
J F THOMAS AND SONS CONSTRUCTION INC,5,1,1,0,0,0,0,1,0,1
WARRIOR MET COAL BC LLC,5,0,0,0,0,0,0,0,0,0
FIFTH THIRD BANK NATIONAL ASSOCIATION,5,1,1,0,0,0,0,1,0,1
CASTLEROCK COMMUNITIES ALABAMA LLC,5,0,0,0,0,0,0,0,0,0
ALABAMA DEPT OF INDUSTRIAL RELATIONS,4,4,3,0,0,0,0,3,0,3
ARKAL AUTOMOTIVE USA,4,2,1,0,0,0,0,1,0,1
BOJANGLES RESTAURANTS INC,4,3,2,1,0,0,0,2,1,1
COVINGTON COUNTY WATER AUTHORITY,4,0,0,0,0,0,0,0,0,0
CRAWFORD GRADING AND PIPELINE INC,4,0,0,0,0,0,0,0,0,0
DAVID STAPLETON BUILDERS INC,4,4,4,3,3,2,1,4,3,1
DUNCAN AND THOMPSON CONSTRUCTION SVC LLC,4,1,0,0,0,0,0,0,0,0
EVERETT CONSTRUCTION CO INC,4,4,1,0,0,0,0,1,2,1
GOLDEN CONSTRUCTION COMPANY,4,3,3,1,0,1,0,3,0,3
GOODWYN MILLS AND CAWOOD INC,4,2,1,0,0,0,0,1,0,1
HEXCEL CORPORATION,4,4,3,0,0,0,0,3,0,3
HOSEA O WEAVER AND SONS INC,4,2,2,0,0,0,0,2,0,2
JACKSON PAVING AND CONSTRUCTION INC,4,4,3,0,0,0,0,3,0,3
JEFF BENTON DEVELOPMENT,4,4,3,1,2,0,0,3,4,0
JEFF BENTON HOMES INC,4,4,4,2,2,0,1,4,2,2
JW HOLDINGS INC,4,2,1,0,1,1,0,0,1,1
LAWRENCE COUNTY COMMISSION,4,2,2,0,0,0,0,2,0,2
LEVEL 5 LLC,4,3,2,1,1,0,1,1,0,2
MAGA MATERIALS INC,4,2,2,2,2,0,2,2,1,1
MAXUS CONSTRUCTION INC,4,3,3,1,1,0,1,2,2,1
MOUNTAIN BROOK BOARD OF EDUCATION,4,1,1,0,0,0,0,1,0,1
NORTHBROOK LLC,4,4,4,0,0,0,1,4,1,3
PD PRITCHETT CONSTRUCTION CO LLC,4,4,4,1,0,0,2,4,0,4
REHOBETH TOWN OF,4,1,1,0,1,0,1,0,1,0
RUSSELL COUNTY BOARD OF EDUCATION,4,3,1,0,0,0,0,1,2,0
SALIBA CONSTRUCTION COMPANY INC,4,3,2,0,0,0,2,2,2,0
SOUTHWEST ALABAMA WATER AUTHORITY,4,2,2,0,0,0,0,2,0,2
STEVE CORBETT,4,2,0,0,0,0,0,0,1,0
TALLADEGA COUNTY BOARD OF EDUCATION,4,3,2,0,1,0,1,2,2,1
TOPRE AMERICA CORPORATION,4,3,2,0,0,0,0,2,1,1
TRUSSVILLE GAS AND WATER UTILITIES BOARD,4,1,1,1,0,0,0,1,1,0
TUSCALOOSA CITY BOARD OF EDUCATION,4,2,1,0,0,0,0,1,0,1
WALLACE COMMUNITY COLLEGE,4,4,1,0,0,0,0,1,2,1
WARR GRADING CONTRACTOR INC,4,3,2,0,0,0,2,2,0,2
WEST DALLAS WATER AUTHORITY,4,0,0,0,0,0,0,0,0,0
08567,4,4,4,0,0,0,0,4,1,3
3D DEVELOPMENT GROUP LLC,4,3,2,0,0,0,0,2,0,2
AUTAUGA COUNTY BOARD OF EDUCATION,4,1,1,1,1,0,1,1,0,1
BATES ENGINEERS AND CONTRACTORS INC,4,2,0,0,0,0,0,0,1,0
BOATNER CONSTRUCTION CO INC,4,2,2,0,0,0,0,2,0,2
BRIDGESTONE RETAIL OPERATIONS LLC,4,4,2,1,1,0,1,2,1,2
BUTLER CONSTRUCTION COMPANY LLC,4,2,2,0,0,0,0,2,0,2
CAPSTONE BUILDING CORPORATION,4,2,2,0,0,0,1,1,1,1
CHILDRENS HARBOR INC,4,2,1,1,0,1,1,0,0,1
CHS PROPERTIES INC,4,3,2,0,0,0,0,2,0,2
CLAYTON PROPERTY GROUP DBA HARRIS DOYLE HOMES,4,3,3,1,3,1,3,2,2,1
COLONIAL PIPELINE CO,4,1,1,0,0,0,0,1,0,1
CONCEPT DEVELOPMENTS INC,4,3,2,0,0,0,0,2,1,2
COUNTRY CLUB OF MOBILE,4,4,3,0,0,0,0,3,2,2
COVE LLC THE,4,4,1,0,1,1,0,0,0,1
DADEVILLE CITY OF,4,1,0,0,0,0,0,0,0,0
DALE COUNTY BOARD OF EDUCATION,4,3,2,0,0,0,2,1,3,0
DUNN BUILDING COMPANY,4,1,0,0,0,0,0,0,1,0
FITE BUILDING CO,4,3,3,0,0,0,0,3,0,3
GRACE MAGNOLIAS INC,4,4,4,1,2,0,3,4,1,3
HALE COUNTY WATER AUTHORITY,4,0,0,0,0,0,0,0,0,0
HANCEVILLE CITY OF,4,4,1,0,0,0,1,1,1,1
JONES PROPERTIES LLC,4,3,2,0,0,0,1,2,0,2
JUNEAU CONSTRUCTION COMPANY,4,2,2,1,1,0,1,2,1,1
KRISER HOMES SOUTH INC,4,3,1,0,0,0,0,1,2,0
MAXUS INC,4,3,2,0,0,0,1,2,0,2
MCVAY CONSTRUCTION CO INC,4,4,3,3,1,1,1,3,2,1
MIDSOUTH PAVING INC,4,4,3,2,1,0,2,3,1,2
MITCHELL COMPANY INC THE,4,4,3,1,1,2,0,2,3,1
MOBILE CO BD OF SCHOOL COMMISSIONERS,4,3,2,0,0,0,0,2,0,2
NORTH BALDWIN UTILITIES,4,2,2,0,0,0,0,2,0,2
NORTH STATE ENVIRONMENTAL INC,4,2,2,0,1,0,2,2,0,2
NUCOR STEEL TUSCALOOSA INC,4,1,1,1,0,0,1,1,0,1
OPP CITY OF,4,4,2,0,0,0,0,2,1,2
PARKES COMPANIES INC THE,4,3,2,0,0,0,0,2,0,2
PLATT BUILDERS INC,4,4,3,0,0,0,0,3,1,2
RACON INC,4,1,0,0,0,0,0,0,1,0
SATSUMA CITY OF,4,3,3,0,0,0,0,3,1,2
SHARPE INC,4,4,3,0,0,0,1,2,1,2
SHORELINE PROPERTIES LLC,4,3,1,0,0,0,1,1,2,0
THOMASVILLE CITY OF WWORKS AND SEWER BD,4,0,0,0,0,0,0,0,0,0
U S DEPT OF VETERANS AFFAIRS,4,2,1,0,0,0,1,1,1,1
BARLOY CONTRACTORS INC,4,3,2,1,2,2,0,2,1,1
BEDWELL AND WHORTON EXCAVATING LLC,4,0,0,0,0,0,0,0,0,0
BIBB COUNTY COMMISSION,4,1,1,1,1,0,1,1,1,0
COPELAND CUSTOM HOMES INC,4,3,2,0,0,0,0,2,1,2
CS BRITTON INC,4,1,1,0,0,0,0,1,0,1
CULLMAN COUNTY COMMISSION,4,3,3,0,0,0,0,3,0,3
